Train Caffe Model Done,,,,,,,,,,
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10623_left.png ,Level2 PNG ,51.1500%,Level0 PNG ,45.4100%,Level1 PNG ,3.4400%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10722_right.png ,Level1 PNG ,40.3800%,Level2 PNG ,33.2200%,Level0 PNG ,26.1900%,Level4 PNG ,0.1200%,Level3 PNG ,0.0900%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10541_left.png ,Level0 PNG ,88.6600%,Level1 PNG ,9.5300%,Level4 PNG ,1.5100%,Level3 PNG ,0.2300%,Level2 PNG ,0.0800%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1041_right.png ,Level0 PNG ,99.9700%,Level2 PNG ,0.0200%,Level1 PNG ,0.0100%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1299_right.png ,Level0 PNG ,77.5500%,Level1 PNG ,22.0200%,Level2 PNG ,0.2900%,Level4 PNG ,0.1200%,Level3 PNG ,0.0100%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1202_left.png ,Level2 PNG ,100%,Level1 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1655_left.png ,Level0 PNG ,100%,Level4 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%,Level1 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10504_left.png ,Level0 PNG ,99.9800%,Level1 PNG ,0.0100%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1260_right.png ,Level0 PNG ,99.9900%,Level1 PNG ,0.0100%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10534_right.png ,Level1 PNG ,99.9600%,Level2 PNG ,0.0400%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1943_right.png ,Level4 PNG ,91.1100%,Level0 PNG ,8.2500%,Level1 PNG ,0.5900%,Level2 PNG ,0.0400%,Level3 PNG ,0.0100%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1506_left.png ,Level1 PNG ,99.9500%,Level0 PNG ,0.0300%,Level2 PNG ,0.0200%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1211_right.png ,Level2 PNG ,99.9900%,Level1 PNG ,0.0100%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10154_right.png ,Level0 PNG ,100%,Level1 PNG ,0%,Level4 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1113_left.png ,Level0 PNG ,99.9500%,Level1 PNG ,0.0500%,Level3 PNG ,0%,Level2 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1197_left.png ,Level0 PNG ,97.7700%,Level3 PNG ,1.6200%,Level2 PNG ,0.600%,Level1 PNG ,0.0100%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10173_left.png ,Level1 PNG ,99.9800%,Level2 PNG ,0.0200%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10279_left.png ,Level2 PNG ,91.8200%,Level3 PNG ,6.8500%,Level0 PNG ,1.3200%,Level4 PNG ,0.0100%,Level1 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1041_left.png ,Level0 PNG ,99.9900%,Level1 PNG ,0.0100%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1641_right.png ,Level0 PNG ,99.0900%,Level1 PNG ,0.6200%,Level2 PNG ,0.2900%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1659_right.png ,Level2 PNG ,61.7900%,Level1 PNG ,38.200%,Level0 PNG ,0.0100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1370_right.png ,Level2 PNG ,99.5500%,Level0 PNG ,0.400%,Level1 PNG ,0.0500%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1139_right.png ,Level1 PNG ,64.7400%,Level0 PNG ,34.8500%,Level2 PNG ,0.4100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10035_right.png ,Level2 PNG ,60.6400%,Level0 PNG ,39.3300%,Level1 PNG ,0.0300%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1718_right.png ,Level0 PNG ,41.6800%,Level1 PNG ,39.300%,Level2 PNG ,19.0200%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1073_right.png ,Level0 PNG ,99.9200%,Level1 PNG ,0.0800%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1802_left.png ,Level2 PNG ,66.1900%,Level0 PNG ,33.3400%,Level1 PNG ,0.4700%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10448_left.png ,Level2 PNG ,93.9300%,Level0 PNG ,4.0700%,Level1 PNG ,2.00%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10239_left.png ,Level0 PNG ,100%,Level1 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1765_right.png ,Level0 PNG ,48.6900%,Level2 PNG ,47.2400%,Level1 PNG ,4.0400%,Level3 PNG ,0.0200%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10184_left.png ,Level1 PNG ,100%,Level0 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10112_right.png ,Level2 PNG ,100%,Level0 PNG ,0%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10397_left.png ,Level0 PNG ,97.8700%,Level1 PNG ,2.1300%,Level4 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/190_left.png ,Level2 PNG ,99.9200%,Level1 PNG ,0.0800%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1348_left.png ,Level1 PNG ,58.4500%,Level0 PNG ,41.5300%,Level3 PNG ,0.0200%,Level2 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10220_right.png ,Level0 PNG ,99.9400%,Level1 PNG ,0.0600%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/117_left.png ,Level1 PNG ,99.9200%,Level0 PNG ,0.0800%,Level2 PNG ,0.0100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10511_left.png ,Level0 PNG ,99.7900%,Level4 PNG ,0.2100%,Level2 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1021_left.png ,Level2 PNG ,99.900%,Level1 PNG ,0.100%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1322_right.png ,Level0 PNG ,97.9100%,Level1 PNG ,2.0600%,Level2 PNG ,0.0300%,Level4 PNG ,0.0100%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10511_right.png ,Level1 PNG ,99.900%,Level0 PNG ,0.100%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10649_right.png ,Level4 PNG ,92.5700%,Level2 PNG ,4.1900%,Level0 PNG ,1.8500%,Level1 PNG ,1.3700%,Level3 PNG ,0.0200%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1051_left.png ,Level0 PNG ,71.3200%,Level2 PNG ,20.6100%,Level3 PNG ,3.7400%,Level4 PNG ,2.9600%,Level1 PNG ,1.3700%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1673_left.png ,Level1 PNG ,99.9500%,Level0 PNG ,0.0500%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10695_left.png ,Level2 PNG ,100%,Level1 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1763_left.png ,Level1 PNG ,95.8600%,Level0 PNG ,2.9500%,Level2 PNG ,1.1800%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10278_right.png ,Level0 PNG ,90.5200%,Level2 PNG ,7.3800%,Level1 PNG ,1.8900%,Level3 PNG ,0.2100%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10007_left.png ,Level0 PNG ,91.7400%,Level2 PNG ,6.8700%,Level1 PNG ,1.3900%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1610_right.png ,Level1 PNG ,99.6200%,Level0 PNG ,0.3800%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10305_right.png ,Level1 PNG ,99.9200%,Level2 PNG ,0.0700%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1744_right.png ,Level0 PNG ,99.9500%,Level2 PNG ,0.0500%,Level3 PNG ,0%,Level1 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10333_left.png ,Level0 PNG ,99.9900%,Level2 PNG ,0.0100%,Level3 PNG ,0%,Level4 PNG ,0%,Level1 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1766_right.png ,Level0 PNG ,99.6400%,Level1 PNG ,0.3400%,Level2 PNG ,0.0100%,Level4 PNG ,0.0100%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10359_right.png ,Level0 PNG ,95.7700%,Level1 PNG ,4.2300%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1299_left.png ,Level2 PNG ,85.4800%,Level0 PNG ,13.4100%,Level1 PNG ,1.1100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1059_left.png ,Level4 PNG ,52.3600%,Level0 PNG ,46.6900%,Level2 PNG ,0.8100%,Level1 PNG ,0.1400%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1294_right.png ,Level1 PNG ,99.5400%,Level0 PNG ,0.3200%,Level2 PNG ,0.1300%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1563_right.png ,Level1 PNG ,93.0300%,Level0 PNG ,3.5400%,Level4 PNG ,2.8800%,Level2 PNG ,0.5400%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10092_right.png ,Level1 PNG ,80.8100%,Level0 PNG ,17.7100%,Level2 PNG ,1.4800%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1188_left.png ,Level0 PNG ,95.4100%,Level4 PNG ,3.700%,Level1 PNG ,0.5100%,Level2 PNG ,0.3700%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/162_left.png ,Level0 PNG ,99.3100%,Level1 PNG ,0.6900%,Level4 PNG ,0%,Level3 PNG ,0%,Level2 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10081_left.png ,Level0 PNG ,99.6900%,Level1 PNG ,0.3100%,Level3 PNG ,0%,Level2 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1427_left.png ,Level0 PNG ,95.5600%,Level1 PNG ,4.2800%,Level2 PNG ,0.1600%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1334_left.png ,Level1 PNG ,100%,Level0 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1363_right.png ,Level0 PNG ,97.3700%,Level1 PNG ,2.00%,Level4 PNG ,0.3600%,Level2 PNG ,0.2700%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10732_right.png ,Level1 PNG ,100%,Level0 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1312_left.png ,Level0 PNG ,95.9600%,Level1 PNG ,4.0100%,Level4 PNG ,0.0300%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10388_right.png ,Level2 PNG ,100%,Level1 PNG ,0%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1422_left.png ,Level1 PNG ,75.9700%,Level0 PNG ,20.3200%,Level2 PNG ,3.7100%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1267_right.png ,Level2 PNG ,100%,Level0 PNG ,0%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1206_right.png ,Level1 PNG ,89.7300%,Level0 PNG ,10.2700%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1936_right.png ,Level2 PNG ,74.4500%,Level1 PNG ,23.1800%,Level0 PNG ,2.3500%,Level3 PNG ,0.0200%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1056_right.png ,Level0 PNG ,75.4200%,Level2 PNG ,24.0100%,Level1 PNG ,0.5600%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10061_right.png ,Level0 PNG ,99.7800%,Level1 PNG ,0.2200%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10187_left.png ,Level0 PNG ,61.3500%,Level1 PNG ,28.0200%,Level2 PNG ,10.6300%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1492_right.png ,Level0 PNG ,100%,Level1 PNG ,0%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10015_right.png ,Level1 PNG ,99.9700%,Level0 PNG ,0.0300%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1786_right.png ,Level0 PNG ,99.5700%,Level1 PNG ,0.3900%,Level4 PNG ,0.0200%,Level2 PNG ,0.0200%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1449_right.png ,Level1 PNG ,93.3300%,Level0 PNG ,6.6700%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/186_right.png ,Level0 PNG ,76.3300%,Level2 PNG ,23.6600%,Level1 PNG ,0.0100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10065_left.png ,Level1 PNG ,91.2400%,Level0 PNG ,7.6900%,Level4 PNG ,0.7600%,Level2 PNG ,0.2700%,Level3 PNG ,0.0400%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10032_right.png ,Level0 PNG ,98.8700%,Level1 PNG ,1.1300%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1116_left.png ,Level1 PNG ,67.0300%,Level0 PNG ,32.6100%,Level2 PNG ,0.3600%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10069_left.png ,Level0 PNG ,88.4100%,Level1 PNG ,11.2900%,Level3 PNG ,0.2200%,Level2 PNG ,0.0700%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1651_left.png ,Level0 PNG ,80.3200%,Level1 PNG ,19.6800%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1596_left.png ,Level2 PNG ,95.6500%,Level1 PNG ,4.0500%,Level0 PNG ,0.300%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10674_right.png ,Level0 PNG ,91.9300%,Level2 PNG ,6.4400%,Level1 PNG ,1.6300%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1357_right.png ,Level0 PNG ,79.00%,Level1 PNG ,20.6900%,Level2 PNG ,0.3100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10009_left.png ,Level2 PNG ,83.1300%,Level0 PNG ,15.0500%,Level1 PNG ,1.800%,Level4 PNG ,0.0200%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1810_right.png ,Level1 PNG ,100%,Level2 PNG ,0%,Level4 PNG ,0%,Level0 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1439_left.png ,Level1 PNG ,90.300%,Level0 PNG ,7.4100%,Level2 PNG ,2.300%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10266_right.png ,Level1 PNG ,100%,Level2 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1052_left.png ,Level0 PNG ,98.3900%,Level2 PNG ,1.6100%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1011_right.png ,Level0 PNG ,96.8800%,Level1 PNG ,3.1200%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10069_right.png ,Level0 PNG ,98.1500%,Level1 PNG ,1.8400%,Level2 PNG ,0.0100%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10634_right.png ,Level0 PNG ,65.0900%,Level1 PNG ,16.7700%,Level4 PNG ,15.5300%,Level2 PNG ,2.600%,Level3 PNG ,0.0200%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1611_right.png ,Level2 PNG ,99.9800%,Level1 PNG ,0.0100%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10182_left.png ,Level0 PNG ,99.8800%,Level1 PNG ,0.1200%,Level4 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10553_right.png ,Level0 PNG ,99.9900%,Level4 PNG ,0.0100%,Level2 PNG ,0%,Level3 PNG ,0%,Level1 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1611_left.png ,Level2 PNG ,100%,Level1 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1127_right.png ,Level2 PNG ,86.7300%,Level0 PNG ,12.8600%,Level1 PNG ,0.4100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10619_right.png ,Level1 PNG ,99.7300%,Level2 PNG ,0.2700%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1839_left.png ,Level0 PNG ,94.1700%,Level1 PNG ,5.5300%,Level2 PNG ,0.2800%,Level3 PNG ,0.0200%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1936_left.png ,Level1 PNG ,61.100%,Level2 PNG ,34.4100%,Level0 PNG ,4.4800%,Level4 PNG ,0.0200%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1526_right.png ,Level0 PNG ,51.4100%,Level2 PNG ,48.4400%,Level1 PNG ,0.1500%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1649_right.png ,Level1 PNG ,100%,Level0 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/13_left.png ,Level0 PNG ,57.1500%,Level1 PNG ,42.8500%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1135_left.png ,Level1 PNG ,99.9800%,Level2 PNG ,0.0100%,Level0 PNG ,0.0100%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1412_right.png ,Level1 PNG ,84.5800%,Level0 PNG ,15.3100%,Level2 PNG ,0.1100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10404_left.png ,Level0 PNG ,100%,Level1 PNG ,0%,Level4 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1399_left.png ,Level2 PNG ,93.2500%,Level0 PNG ,4.3600%,Level1 PNG ,2.3900%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1399_right.png ,Level2 PNG ,97.1800%,Level1 PNG ,2.3400%,Level0 PNG ,0.4800%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10649_left.png ,Level2 PNG ,95.0800%,Level4 PNG ,3.100%,Level3 PNG ,1.7800%,Level1 PNG ,0.0300%,Level0 PNG ,0.0100%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1724_left.png ,Level0 PNG ,99.9500%,Level1 PNG ,0.0300%,Level4 PNG ,0.0200%,Level2 PNG ,0.0100%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10010_left.png ,Level0 PNG ,76.1500%,Level1 PNG ,23.8500%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1513_left.png ,Level0 PNG ,99.9900%,Level2 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1172_right.png ,Level0 PNG ,99.9700%,Level1 PNG ,0.0200%,Level2 PNG ,0.0100%,Level4 PNG ,0.0100%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10293_right.png ,Level0 PNG ,99.9500%,Level1 PNG ,0.0400%,Level2 PNG ,0.0100%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10440_left.png ,Level0 PNG ,97.1200%,Level1 PNG ,1.3300%,Level4 PNG ,0.8600%,Level2 PNG ,0.6700%,Level3 PNG ,0.0200%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10073_left.png ,Level2 PNG ,89.8100%,Level0 PNG ,5.2400%,Level1 PNG ,4.9200%,Level3 PNG ,0.0300%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1363_left.png ,Level0 PNG ,93.8700%,Level1 PNG ,3.2800%,Level4 PNG ,2.7800%,Level2 PNG ,0.0700%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1493_right.png ,Level0 PNG ,100%,Level2 PNG ,0%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10419_right.png ,Level2 PNG ,100%,Level0 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1527_right.png ,Level1 PNG ,61.4900%,Level2 PNG ,37.7500%,Level0 PNG ,0.7100%,Level4 PNG ,0.0400%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10568_right.png ,Level0 PNG ,99.9900%,Level1 PNG ,0.0100%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1179_right.png ,Level1 PNG ,99.7600%,Level0 PNG ,0.2400%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1061_right.png ,Level1 PNG ,80.9400%,Level0 PNG ,11.8300%,Level2 PNG ,6.4300%,Level4 PNG ,0.7800%,Level3 PNG ,0.0200%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/1764_right.png ,Level0 PNG ,96.9100%,Level1 PNG ,3.0900%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10701_right.png ,Level0 PNG ,98.7900%,Level1 PNG ,1.1600%,Level3 PNG ,0.0400%,Level2 PNG ,0.0100%,Level4 PNG ,0%
