Train Caffe Model Done,,,,,,,,,,
/home/ubuntu/ImageSet/Level0_PNG/1302_left.png ,Level0 PNG ,97.26%,Level1 PNG ,1.98%,Level2 PNG ,0.72%,Level4 PNG ,0.02%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/10081_left.png ,Level0 PNG ,98.17%,Level1 PNG ,1.34%,Level2 PNG ,0.3%,Level4 PNG ,0.1%,Level3 PNG ,0.09%
/home/ubuntu/ImageSet/Level0_PNG/194_left.png ,Level0 PNG ,94.97%,Level2 PNG ,2.96%,Level1 PNG ,1.08%,Level4 PNG ,0.97%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/1120_left.png ,Level0 PNG ,88.02%,Level2 PNG ,7.61%,Level1 PNG ,2.11%,Level3 PNG ,1.8%,Level4 PNG ,0.45%
/home/ubuntu/ImageSet/Level0_PNG/1431_left.png ,Level2 PNG ,77.31%,Level1 PNG ,21.04%,Level3 PNG ,0.91%,Level4 PNG ,0.64%,Level0 PNG ,0.1%
/home/ubuntu/ImageSet/Level0_PNG/10384_right.png ,Level4 PNG ,79.27%,Level2 PNG ,19.7%,Level0 PNG ,0.98%,Level3 PNG ,0.05%,Level1 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/1011_right.png ,Level0 PNG ,96.97%,Level1 PNG ,2.67%,Level2 PNG ,0.31%,Level4 PNG ,0.04%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/1749_right.png ,Level2 PNG ,52.43%,Level4 PNG ,28.24%,Level0 PNG ,15.49%,Level1 PNG ,3.78%,Level3 PNG ,0.07%
/home/ubuntu/ImageSet/Level0_PNG/1570_right.png ,Level2 PNG ,49.94%,Level0 PNG ,33.76%,Level4 PNG ,9.41%,Level1 PNG ,6.31%,Level3 PNG ,0.58%
/home/ubuntu/ImageSet/Level0_PNG/10605_right.png ,Level2 PNG ,89.31%,Level4 PNG ,8.24%,Level0 PNG ,2.41%,Level3 PNG ,0.02%,Level1 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/1358_left.png ,Level0 PNG ,51.96%,Level2 PNG ,44.72%,Level1 PNG ,2.25%,Level4 PNG ,1.04%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/10614_right.png ,Level0 PNG ,90.2%,Level1 PNG ,5.44%,Level2 PNG ,3.33%,Level4 PNG ,0.94%,Level3 PNG ,0.09%
/home/ubuntu/ImageSet/Level0_PNG/1000_right.png ,Level0 PNG ,65.4%,Level1 PNG ,17.64%,Level2 PNG ,11.27%,Level4 PNG ,5.35%,Level3 PNG ,0.34%
/home/ubuntu/ImageSet/Level0_PNG/10187_right.png ,Level0 PNG ,90.95%,Level2 PNG ,4.64%,Level1 PNG ,4.16%,Level4 PNG ,0.2%,Level3 PNG ,0.06%
/home/ubuntu/ImageSet/Level0_PNG/1481_left.png ,Level0 PNG ,77.14%,Level1 PNG ,13.75%,Level2 PNG ,7.5%,Level4 PNG ,1.57%,Level3 PNG ,0.05%
/home/ubuntu/ImageSet/Level0_PNG/10154_right.png ,Level0 PNG ,96.49%,Level1 PNG ,2.02%,Level2 PNG ,1.06%,Level4 PNG ,0.4%,Level3 PNG ,0.03%
/home/ubuntu/ImageSet/Level0_PNG/1211_right.png ,Level2 PNG ,79.48%,Level0 PNG ,17.99%,Level4 PNG ,2.1%,Level1 PNG ,0.37%,Level3 PNG ,0.07%
/home/ubuntu/ImageSet/Level0_PNG/10675_left.png ,Level1 PNG ,51.95%,Level0 PNG ,38.76%,Level2 PNG ,9.05%,Level4 PNG ,0.16%,Level3 PNG ,0.08%
/home/ubuntu/ImageSet/Level0_PNG/1041_left.png ,Level0 PNG ,78.53%,Level1 PNG ,18.83%,Level2 PNG ,2.6%,Level4 PNG ,0.03%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/1808_right.png ,Level0 PNG ,68.15%,Level2 PNG ,20.76%,Level1 PNG ,6.1%,Level4 PNG ,4.95%,Level3 PNG ,0.03%
/home/ubuntu/ImageSet/Level0_PNG/1630_left.png ,Level0 PNG ,84.58%,Level1 PNG ,15.23%,Level2 PNG ,0.18%,Level3 PNG ,0.01%,Level4 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/1394_right.png ,Level0 PNG ,83.59%,Level1 PNG ,9.39%,Level2 PNG ,6.58%,Level3 PNG ,0.25%,Level4 PNG ,0.2%
/home/ubuntu/ImageSet/Level0_PNG/10295_left.png ,Level2 PNG ,51.76%,Level0 PNG ,41.5%,Level4 PNG ,6.24%,Level1 PNG ,0.45%,Level3 PNG ,0.05%
/home/ubuntu/ImageSet/Level0_PNG/1347_left.png ,Level0 PNG ,84.45%,Level2 PNG ,7.8%,Level1 PNG ,7.26%,Level4 PNG ,0.4%,Level3 PNG ,0.08%
/home/ubuntu/ImageSet/Level0_PNG/10260_right.png ,Level4 PNG ,82.7%,Level2 PNG ,13.95%,Level0 PNG ,1.95%,Level3 PNG ,1.34%,Level1 PNG ,0.05%
/home/ubuntu/ImageSet/Level0_PNG/10634_left.png ,Level0 PNG ,82.32%,Level4 PNG ,11.92%,Level3 PNG ,2.61%,Level2 PNG ,2.56%,Level1 PNG ,0.58%
/home/ubuntu/ImageSet/Level0_PNG/10224_right.png ,Level2 PNG ,55.4%,Level1 PNG ,30.03%,Level0 PNG ,13.66%,Level3 PNG ,0.72%,Level4 PNG ,0.19%
/home/ubuntu/ImageSet/Level0_PNG/10251_left.png ,Level2 PNG ,56.97%,Level0 PNG ,40.07%,Level1 PNG ,1.76%,Level4 PNG ,1.16%,Level3 PNG ,0.03%
/home/ubuntu/ImageSet/Level0_PNG/10541_right.png ,Level2 PNG ,56.08%,Level0 PNG ,41.36%,Level1 PNG ,1.73%,Level4 PNG ,0.76%,Level3 PNG ,0.07%
/home/ubuntu/ImageSet/Level0_PNG/1113_left.png ,Level0 PNG ,66.94%,Level1 PNG ,31.98%,Level2 PNG ,1.01%,Level3 PNG ,0.07%,Level4 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/1886_left.png ,Level1 PNG ,46.42%,Level2 PNG ,32.29%,Level3 PNG ,14.05%,Level0 PNG ,6.19%,Level4 PNG ,1.05%
/home/ubuntu/ImageSet/Level0_PNG/1596_left.png ,Level2 PNG ,51.77%,Level1 PNG ,42.43%,Level0 PNG ,5.46%,Level4 PNG ,0.23%,Level3 PNG ,0.12%
/home/ubuntu/ImageSet/Level0_PNG/1889_right.png ,Level0 PNG ,85.25%,Level2 PNG ,11.99%,Level1 PNG ,2.25%,Level4 PNG ,0.26%,Level3 PNG ,0.25%
/home/ubuntu/ImageSet/Level0_PNG/10190_right.png ,Level1 PNG ,75.99%,Level2 PNG ,19.12%,Level0 PNG ,4.67%,Level3 PNG ,0.12%,Level4 PNG ,0.1%
/home/ubuntu/ImageSet/Level0_PNG/10619_right.png ,Level4 PNG ,44.15%,Level2 PNG ,42.18%,Level0 PNG ,7.57%,Level1 PNG ,5.82%,Level3 PNG ,0.28%
/home/ubuntu/ImageSet/Level0_PNG/167_left.png ,Level2 PNG ,94.45%,Level1 PNG ,4.94%,Level0 PNG ,0.43%,Level4 PNG ,0.14%,Level3 PNG ,0.04%
/home/ubuntu/ImageSet/Level0_PNG/1914_right.png ,Level0 PNG ,69.9%,Level2 PNG ,20.07%,Level4 PNG ,7.02%,Level1 PNG ,2.94%,Level3 PNG ,0.08%
/home/ubuntu/ImageSet/Level0_PNG/10416_left.png ,Level0 PNG ,89.2%,Level4 PNG ,8.85%,Level2 PNG ,1.72%,Level1 PNG ,0.22%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/10431_right.png ,Level2 PNG ,81.37%,Level0 PNG ,6.51%,Level1 PNG ,6.12%,Level3 PNG ,5.36%,Level4 PNG ,0.64%
/home/ubuntu/ImageSet/Level0_PNG/10731_right.png ,Level2 PNG ,62.84%,Level1 PNG ,36.22%,Level3 PNG ,0.54%,Level0 PNG ,0.26%,Level4 PNG ,0.14%
/home/ubuntu/ImageSet/Level0_PNG/1943_left.png ,Level0 PNG ,65.28%,Level4 PNG ,21.29%,Level1 PNG ,7.66%,Level2 PNG ,5.75%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/1409_right.png ,Level0 PNG ,69.03%,Level1 PNG ,22.64%,Level2 PNG ,8.22%,Level4 PNG ,0.07%,Level3 PNG ,0.04%
/home/ubuntu/ImageSet/Level0_PNG/13_left.png ,Level0 PNG ,66.18%,Level1 PNG ,32.69%,Level2 PNG ,0.82%,Level4 PNG ,0.25%,Level3 PNG ,0.06%
/home/ubuntu/ImageSet/Level0_PNG/10603_left.png ,Level0 PNG ,95.71%,Level1 PNG ,3.09%,Level2 PNG ,0.59%,Level4 PNG ,0.4%,Level3 PNG ,0.21%
/home/ubuntu/ImageSet/Level0_PNG/1831_left.png ,Level0 PNG ,80.25%,Level1 PNG ,11.43%,Level2 PNG ,7.51%,Level4 PNG ,0.5%,Level3 PNG ,0.31%
/home/ubuntu/ImageSet/Level0_PNG/1641_right.png ,Level0 PNG ,79.8%,Level2 PNG ,11.75%,Level1 PNG ,6.73%,Level4 PNG ,1.7%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/10141_left.png ,Level0 PNG ,96.52%,Level1 PNG ,2.48%,Level2 PNG ,0.5%,Level3 PNG ,0.27%,Level4 PNG ,0.23%
/home/ubuntu/ImageSet/Level0_PNG/1040_left.png ,Level0 PNG ,82.9%,Level1 PNG ,13.94%,Level2 PNG ,3.03%,Level4 PNG ,0.11%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/1574_left.png ,Level0 PNG ,60.53%,Level4 PNG ,20.63%,Level2 PNG ,11.52%,Level1 PNG ,7.29%,Level3 PNG ,0.04%
/home/ubuntu/ImageSet/Level0_PNG/1144_left.png ,Level0 PNG ,98.51%,Level2 PNG ,0.69%,Level1 PNG ,0.65%,Level4 PNG ,0.12%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/1353_left.png ,Level2 PNG ,60.93%,Level0 PNG ,23.59%,Level1 PNG ,15.24%,Level4 PNG ,0.23%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/10010_left.png ,Level0 PNG ,97.18%,Level1 PNG ,2.37%,Level2 PNG ,0.33%,Level4 PNG ,0.1%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/1680_right.png ,Level0 PNG ,97.79%,Level1 PNG ,1.88%,Level2 PNG ,0.2%,Level3 PNG ,0.1%,Level4 PNG ,0.03%
/home/ubuntu/ImageSet/Level0_PNG/10252_left.png ,Level0 PNG ,89.27%,Level2 PNG ,4.98%,Level1 PNG ,3.89%,Level4 PNG ,1.59%,Level3 PNG ,0.27%
/home/ubuntu/ImageSet/Level0_PNG/1772_right.png ,Level2 PNG ,70.45%,Level0 PNG ,15.86%,Level4 PNG ,6.99%,Level1 PNG ,6.53%,Level3 PNG ,0.17%
/home/ubuntu/ImageSet/Level0_PNG/1634_right.png ,Level2 PNG ,54.04%,Level0 PNG ,34.07%,Level4 PNG ,11.43%,Level1 PNG ,0.37%,Level3 PNG ,0.09%
/home/ubuntu/ImageSet/Level0_PNG/10144_left.png ,Level0 PNG ,87.09%,Level1 PNG ,11.84%,Level2 PNG ,1.05%,Level3 PNG ,0.02%,Level4 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/1042_left.png ,Level0 PNG ,45.69%,Level2 PNG ,41.83%,Level1 PNG ,7.15%,Level4 PNG ,5.26%,Level3 PNG ,0.07%
/home/ubuntu/ImageSet/Level0_PNG/1872_right.png ,Level0 PNG ,81.7%,Level1 PNG ,9.61%,Level2 PNG ,5.78%,Level4 PNG ,2.86%,Level3 PNG ,0.05%
/home/ubuntu/ImageSet/Level0_PNG/1202_left.png ,Level0 PNG ,44.17%,Level2 PNG ,41.69%,Level1 PNG ,8.56%,Level4 PNG ,5.13%,Level3 PNG ,0.45%
/home/ubuntu/ImageSet/Level0_PNG/157_left.png ,Level0 PNG ,95.86%,Level1 PNG ,3.64%,Level2 PNG ,0.41%,Level4 PNG ,0.06%,Level3 PNG ,0.03%
/home/ubuntu/ImageSet/Level0_PNG/10239_left.png ,Level0 PNG ,98.5%,Level1 PNG ,1.41%,Level2 PNG ,0.09%,Level3 PNG ,0.0%,Level4 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/10421_left.png ,Level0 PNG ,67.1%,Level1 PNG ,32.67%,Level2 PNG ,0.21%,Level3 PNG ,0.01%,Level4 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/1029_left.png ,Level0 PNG ,94.96%,Level1 PNG ,4.51%,Level2 PNG ,0.39%,Level4 PNG ,0.13%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/10184_right.png ,Level0 PNG ,80.73%,Level1 PNG ,11.95%,Level2 PNG ,7.25%,Level4 PNG ,0.05%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/1759_right.png ,Level0 PNG ,88.43%,Level2 PNG ,6.69%,Level1 PNG ,4.57%,Level4 PNG ,0.3%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/10515_right.png ,Level0 PNG ,44.5%,Level1 PNG ,39.48%,Level2 PNG ,15.76%,Level3 PNG ,0.15%,Level4 PNG ,0.12%
/home/ubuntu/ImageSet/Level0_PNG/1044_right.png ,Level0 PNG ,81.31%,Level2 PNG ,10.12%,Level4 PNG ,6.92%,Level1 PNG ,1.65%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/1915_left.png ,Level0 PNG ,89.76%,Level1 PNG ,9.95%,Level2 PNG ,0.29%,Level4 PNG ,0.0%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/10129_right.png ,Level0 PNG ,75.63%,Level2 PNG ,16.86%,Level1 PNG ,4.91%,Level4 PNG ,2.46%,Level3 PNG ,0.15%
/home/ubuntu/ImageSet/Level0_PNG/1756_right.png ,Level1 PNG ,37.21%,Level0 PNG ,30.86%,Level2 PNG ,30.78%,Level4 PNG ,1.07%,Level3 PNG ,0.08%
/home/ubuntu/ImageSet/Level0_PNG/1136_left.png ,Level0 PNG ,72.14%,Level1 PNG ,16.71%,Level2 PNG ,9.69%,Level4 PNG ,1.23%,Level3 PNG ,0.22%
/home/ubuntu/ImageSet/Level0_PNG/100_right.png ,Level2 PNG ,82.16%,Level0 PNG ,10.48%,Level1 PNG ,5.4%,Level3 PNG ,1.23%,Level4 PNG ,0.73%
/home/ubuntu/ImageSet/Level0_PNG/1719_left.png ,Level0 PNG ,97.03%,Level2 PNG ,1.78%,Level1 PNG ,0.93%,Level4 PNG ,0.23%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/1710_right.png ,Level0 PNG ,56.06%,Level2 PNG ,31.73%,Level1 PNG ,11.67%,Level4 PNG ,0.35%,Level3 PNG ,0.19%
/home/ubuntu/ImageSet/Level0_PNG/1527_right.png ,Level0 PNG ,97.41%,Level4 PNG ,1.09%,Level2 PNG ,1.05%,Level1 PNG ,0.45%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/10170_right.png ,Level0 PNG ,94.22%,Level2 PNG ,3.37%,Level1 PNG ,2.1%,Level4 PNG ,0.25%,Level3 PNG ,0.06%
/home/ubuntu/ImageSet/Level0_PNG/102_right.png ,Level0 PNG ,89.31%,Level2 PNG ,4.41%,Level1 PNG ,4.19%,Level4 PNG ,1.81%,Level3 PNG ,0.27%
/home/ubuntu/ImageSet/Level0_PNG/1638_right.png ,Level2 PNG ,68.91%,Level0 PNG ,29.88%,Level1 PNG ,1.06%,Level4 PNG ,0.15%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/10010_right.png ,Level0 PNG ,96.81%,Level2 PNG ,1.74%,Level1 PNG ,1.37%,Level4 PNG ,0.08%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/1395_right.png ,Level0 PNG ,80.18%,Level2 PNG ,17.33%,Level4 PNG ,1.29%,Level1 PNG ,1.19%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/10636_left.png ,Level2 PNG ,68.27%,Level1 PNG ,25.4%,Level0 PNG ,5.48%,Level3 PNG ,0.65%,Level4 PNG ,0.2%
/home/ubuntu/ImageSet/Level0_PNG/1706_left.png ,Level4 PNG ,43.45%,Level0 PNG ,32.8%,Level2 PNG ,22.87%,Level1 PNG ,0.71%,Level3 PNG ,0.17%
/home/ubuntu/ImageSet/Level0_PNG/1514_left.png ,Level2 PNG ,35.63%,Level3 PNG ,26.05%,Level0 PNG ,18.2%,Level1 PNG ,15.11%,Level4 PNG ,5.01%
/home/ubuntu/ImageSet/Level0_PNG/1655_left.png ,Level0 PNG ,97.8%,Level4 PNG ,1.27%,Level2 PNG ,0.52%,Level1 PNG ,0.41%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/1718_right.png ,Level0 PNG ,83.88%,Level1 PNG ,10.95%,Level2 PNG ,4.74%,Level3 PNG ,0.23%,Level4 PNG ,0.2%
/home/ubuntu/ImageSet/Level0_PNG/10545_left.png ,Level0 PNG ,70.91%,Level2 PNG ,20.55%,Level1 PNG ,4.85%,Level4 PNG ,3.18%,Level3 PNG ,0.52%
/home/ubuntu/ImageSet/Level0_PNG/1102_left.png ,Level0 PNG ,55.87%,Level1 PNG ,39.06%,Level2 PNG ,4.45%,Level4 PNG ,0.54%,Level3 PNG ,0.07%
/home/ubuntu/ImageSet/Level0_PNG/10413_right.png ,Level0 PNG ,97.26%,Level2 PNG ,2.24%,Level1 PNG ,0.48%,Level4 PNG ,0.02%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/10359_right.png ,Level0 PNG ,92.1%,Level1 PNG ,7.25%,Level2 PNG ,0.63%,Level4 PNG ,0.01%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/10646_right.png ,Level0 PNG ,92.64%,Level2 PNG ,4.51%,Level1 PNG ,2.61%,Level4 PNG ,0.2%,Level3 PNG ,0.04%
/home/ubuntu/ImageSet/Level0_PNG/1399_right.png ,Level1 PNG ,65.42%,Level0 PNG ,33.12%,Level2 PNG ,1.37%,Level4 PNG ,0.06%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/10710_left.png ,Level0 PNG ,95.19%,Level1 PNG ,2.37%,Level4 PNG ,1.39%,Level2 PNG ,1.02%,Level3 PNG ,0.03%
/home/ubuntu/ImageSet/Level0_PNG/1357_left.png ,Level0 PNG ,69.92%,Level2 PNG ,21.26%,Level1 PNG ,8.3%,Level4 PNG ,0.31%,Level3 PNG ,0.21%
/home/ubuntu/ImageSet/Level0_PNG/1307_left.png ,Level0 PNG ,96.99%,Level2 PNG ,1.53%,Level1 PNG ,1.16%,Level4 PNG ,0.3%,Level3 PNG ,0.03%
/home/ubuntu/ImageSet/Level0_PNG/10100_left.png ,Level0 PNG ,81.62%,Level1 PNG ,14.15%,Level2 PNG ,4.1%,Level4 PNG ,0.12%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/1411_right.png ,Level0 PNG ,73.23%,Level2 PNG ,24.48%,Level1 PNG ,2.19%,Level4 PNG ,0.08%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/1316_right.png ,Level0 PNG ,77.32%,Level2 PNG ,15.2%,Level1 PNG ,6.97%,Level4 PNG ,0.38%,Level3 PNG ,0.12%
/home/ubuntu/ImageSet/Level0_PNG/1135_left.png ,Level0 PNG ,84.72%,Level1 PNG ,7.87%,Level2 PNG ,6.64%,Level4 PNG ,0.75%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/1588_left.png ,Level0 PNG ,44.06%,Level2 PNG ,36.49%,Level1 PNG ,12.84%,Level3 PNG ,4.42%,Level4 PNG ,2.19%
/home/ubuntu/ImageSet/Level0_PNG/1497_right.png ,Level1 PNG ,51.96%,Level0 PNG ,45.86%,Level2 PNG ,2.01%,Level4 PNG ,0.1%,Level3 PNG ,0.07%
/home/ubuntu/ImageSet/Level0_PNG/10013_right.png ,Level0 PNG ,90.7%,Level1 PNG ,7.88%,Level2 PNG ,0.77%,Level4 PNG ,0.61%,Level3 PNG ,0.04%
/home/ubuntu/ImageSet/Level0_PNG/10353_left.png ,Level0 PNG ,99.07%,Level2 PNG ,0.64%,Level1 PNG ,0.23%,Level3 PNG ,0.05%,Level4 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/10252_right.png ,Level0 PNG ,54.54%,Level2 PNG ,24.32%,Level1 PNG ,13.9%,Level4 PNG ,4.91%,Level3 PNG ,2.34%
/home/ubuntu/ImageSet/Level0_PNG/1061_left.png ,Level0 PNG ,75.44%,Level4 PNG ,17.79%,Level2 PNG ,5.92%,Level1 PNG ,0.84%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/10674_right.png ,Level0 PNG ,92.71%,Level2 PNG ,7.2%,Level1 PNG ,0.08%,Level3 PNG ,0.01%,Level4 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/1609_left.png ,Level0 PNG ,91.77%,Level2 PNG ,3.87%,Level1 PNG ,1.98%,Level4 PNG ,1.33%,Level3 PNG ,1.05%
/home/ubuntu/ImageSet/Level0_PNG/1608_right.png ,Level0 PNG ,71.61%,Level2 PNG ,19.17%,Level1 PNG ,8.94%,Level4 PNG ,0.21%,Level3 PNG ,0.08%
/home/ubuntu/ImageSet/Level0_PNG/10243_left.png ,Level0 PNG ,80.0%,Level2 PNG ,17.06%,Level1 PNG ,2.54%,Level4 PNG ,0.4%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/1696_right.png ,Level0 PNG ,97.15%,Level2 PNG ,1.7%,Level1 PNG ,1.14%,Level4 PNG ,0.0%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/1093_left.png ,Level0 PNG ,63.41%,Level2 PNG ,34.37%,Level1 PNG ,2.1%,Level4 PNG ,0.1%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/159_right.png ,Level0 PNG ,96.0%,Level1 PNG ,2.66%,Level4 PNG ,0.67%,Level2 PNG ,0.61%,Level3 PNG ,0.06%
/home/ubuntu/ImageSet/Level0_PNG/1396_right.png ,Level0 PNG ,96.72%,Level1 PNG ,3.21%,Level3 PNG ,0.04%,Level2 PNG ,0.03%,Level4 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/1493_right.png ,Level0 PNG ,91.69%,Level2 PNG ,7.97%,Level4 PNG ,0.18%,Level1 PNG ,0.15%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/10007_right.png ,Level1 PNG ,67.53%,Level0 PNG ,30.87%,Level2 PNG ,0.9%,Level4 PNG ,0.64%,Level3 PNG ,0.06%
/home/ubuntu/ImageSet/Level0_PNG/1802_left.png ,Level0 PNG ,78.71%,Level1 PNG ,13.74%,Level2 PNG ,7.08%,Level3 PNG ,0.25%,Level4 PNG ,0.22%
/home/ubuntu/ImageSet/Level0_PNG/1351_right.png ,Level4 PNG ,40.63%,Level2 PNG ,29.05%,Level1 PNG ,23.24%,Level3 PNG ,3.83%,Level0 PNG ,3.25%
/home/ubuntu/ImageSet/Level0_PNG/1608_left.png ,Level2 PNG ,47.11%,Level0 PNG ,36.34%,Level1 PNG ,12.79%,Level4 PNG ,2.1%,Level3 PNG ,1.67%
/home/ubuntu/ImageSet/Level0_PNG/111_right.png ,Level0 PNG ,97.96%,Level2 PNG ,1.14%,Level1 PNG ,0.83%,Level4 PNG ,0.06%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/10321_right.png ,Level0 PNG ,98.9%,Level1 PNG ,1.03%,Level2 PNG ,0.06%,Level4 PNG ,0.01%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/1056_left.png ,Level0 PNG ,74.57%,Level2 PNG ,17.92%,Level1 PNG ,6.8%,Level4 PNG ,0.63%,Level3 PNG ,0.08%
/home/ubuntu/ImageSet/Level0_PNG/10695_right.png ,Level4 PNG ,81.23%,Level2 PNG ,14.0%,Level1 PNG ,2.88%,Level3 PNG ,1.21%,Level0 PNG ,0.68%
/home/ubuntu/ImageSet/Level0_PNG/10727_left.png ,Level0 PNG ,61.11%,Level1 PNG ,37.05%,Level2 PNG ,1.76%,Level4 PNG ,0.07%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/1801_right.png ,Level0 PNG ,67.34%,Level2 PNG ,31.04%,Level1 PNG ,1.5%,Level4 PNG ,0.1%,Level3 PNG ,0.02%
/home/ubuntu/ImageSet/Level0_PNG/1041_right.png ,Level0 PNG ,63.31%,Level1 PNG ,34.89%,Level2 PNG ,1.76%,Level3 PNG ,0.02%,Level4 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/10398_left.png ,Level0 PNG ,89.1%,Level1 PNG ,9.99%,Level2 PNG ,0.85%,Level3 PNG ,0.03%,Level4 PNG ,0.03%
/home/ubuntu/ImageSet/Level0_PNG/1680_left.png ,Level0 PNG ,97.92%,Level2 PNG ,1.07%,Level1 PNG ,0.6%,Level3 PNG ,0.21%,Level4 PNG ,0.2%
/home/ubuntu/ImageSet/Level0_PNG/1387_right.png ,Level0 PNG ,98.0%,Level1 PNG ,1.04%,Level2 PNG ,0.58%,Level4 PNG ,0.38%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/10092_left.png ,Level0 PNG ,49.78%,Level2 PNG ,47.53%,Level1 PNG ,2.35%,Level4 PNG ,0.34%,Level3 PNG ,0.01%
/home/ubuntu/ImageSet/Level0_PNG/1394_left.png ,Level0 PNG ,83.39%,Level2 PNG ,8.32%,Level1 PNG ,7.59%,Level4 PNG ,0.55%,Level3 PNG ,0.15%
/home/ubuntu/ImageSet/Level0_PNG/159_left.png ,Level0 PNG ,99.55%,Level4 PNG ,0.24%,Level1 PNG ,0.17%,Level2 PNG ,0.04%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/1833_left.png ,Level2 PNG ,32.01%,Level0 PNG ,25.27%,Level4 PNG ,16.58%,Level1 PNG ,15.15%,Level3 PNG ,10.98%
/home/ubuntu/ImageSet/Level0_PNG/1551_right.png ,Level1 PNG ,59.73%,Level2 PNG ,36.1%,Level4 PNG ,1.67%,Level3 PNG ,1.37%,Level0 PNG ,1.13%
/home/ubuntu/ImageSet/Level0_PNG/1333_left.png ,Level0 PNG ,60.28%,Level4 PNG ,23.72%,Level2 PNG ,12.14%,Level1 PNG ,3.79%,Level3 PNG ,0.07%
/home/ubuntu/ImageSet/Level0_PNG/10310_right.png ,Level1 PNG ,80.13%,Level0 PNG ,18.98%,Level2 PNG ,0.88%,Level3 PNG ,0.01%,Level4 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/190_right.png ,Level2 PNG ,94.68%,Level1 PNG ,4.63%,Level0 PNG ,0.47%,Level4 PNG ,0.18%,Level3 PNG ,0.05%
/home/ubuntu/ImageSet/Level0_PNG/10521_right.png ,Level0 PNG ,99.4%,Level2 PNG ,0.54%,Level1 PNG ,0.05%,Level4 PNG ,0.02%,Level3 PNG ,0.0%
/home/ubuntu/ImageSet/Level0_PNG/1810_right.png ,Level2 PNG ,62.58%,Level1 PNG ,29.79%,Level0 PNG ,6.63%,Level4 PNG ,0.7%,Level3 PNG ,0.3%
